INE105C01023,PDUMJEIND,EQ,Pudumjee Industries Limited
INE105I01012,SELMCL,EQ,SEL Manufacturing Company Limited
INE105J01010,RPGLIFE,EQ,RPG Life Sciences Limited
INE107A01015,TNPL,EQ,Tamil Nadu Newsprint & Papers Limited
INE107F01022,WANBURY,BE,Wanbury Limited
INE108E01023,SUNDARAM,EQ,Sundaram Multi Pap Limited
INE109A01011,SCI,EQ,Shipping Corporation Of India Limited
INE109C01017,ARMANFIN,BE,Arman Financial Services Limited
INE110A01019,BPL,EQ,BPL Limited
INE110B01017,MINDTECK,EQ,Mindteck (India) Limited
INE110D01013,GUJNRECOKE,EQ,Gujarat NRE Coke Limited
INE111A01017,CONCOR,EQ,Container Corporation of India Limited
INE111B01023,63MOONS,EQ,63 moons technologies limited
INE111Q01013,PDSMFL,EQ,PDS Multinational Fashions Limited
INE112A01023,CORPBANK,EQ,Corporation Bank
INE112F01022,LAMBODHARA,EQ,Lambodhara Textiles Limited
INE113A01013,GNFC,EQ,Gujarat Narmada Valley Fertilizers and Chemicals Limited
INE113O01014,BLUEBLENDS,EQ,Blue Blends (I) Limited
INE114A01011,SAIL,EQ,Steel Authority of India Limited
INE115A01026,LICHSGFIN,EQ,LIC Housing Finance Limited
INE116A01024,APCOTEXIND,EQ,Apcotex Industries Limited
INE116D01028,BAGFILMS,BE,B.A.G Films and Media Limited
INE116G01013,VARDHACRLC,EQ,Vardhman Acrylics Limited
INE117A01022,ABB,EQ,ABB India Limited
INE117B01012,CURATECH,BE,Cura Technologies Limited
INE118A01012,BAJAJHLDNG,EQ,Bajaj Holdings & Investment Limited
INE118H01025,BSE,EQ,BSE Limited
INE119A01028,BALRAMCHIN,EQ,Balrampur Chini Mills Limited
INE120A01034,CARBORUNIV,EQ,Carborundum Universal Limited
INE120D01012,HITECHCORP,EQ,Hitech Corporation Limited
INE121A01016,CHOLAFIN,EQ,Cholamandalam Investment and Finance Company Limited
INE121E01018,JSWENERGY,EQ,JSW Energy Limited
INE121J01017,INFRATEL,EQ,Bharti Infratel Limited
INE122M01019,ESSARSHPNG,EQ,Essar Shipping Limited
INE122R01018,MANPASAND,EQ,Manpasand Beverages Limited
INE123B01028,NAGREEKEXP,BE,Nagreeka Exports Limited
INE123C01018,TAINWALCHM,EQ,Tainwala Chemical and Plastic (I) Limited
INE123F01029,MMTC,EQ,MMTC Limited
INE123W01016,SBILIFE,EQ,SBI Life Insurance Company Limited
INE124G01033,DELTACORP,EQ,Delta Corp Limited
INE126A01031,EIDPARRY,EQ,EID Parry India Limited
INE126M01010,SORILHOLD,BE,SORIL Holdings and Ventures Limited
INE127B01011,HITECHGEAR,EQ,The Hi-Tech Gears Limited
INE127I01024,GOODLUCK,EQ,Goodluck India Limited
INE128A01029,EVEREADY,EQ,Eveready Industries India Limited
INE129A01019,GAIL,EQ,GAIL (India) Limited
INE130B01031,SURANAT&P,BE,Surana Telecom and Power Limited
INE130C01021,AMTEKAUTO,BE,Amtek Auto Limited
INE131A01031,GMDCLTD,EQ,Gujarat Mineral Development Corporation Limited
INE131B01039,RELAXO,EQ,Relaxo Footwears Limited
INE132H01018,AURIONPRO,EQ,Aurionpro Solutions Limited
INE133A01011,AKZOINDIA,EQ,Akzo Nobel India Limited
INE133B01019,KESARENT,EQ,Kesar Enterprises Limited
INE133E01013,TI,BE,Tilaknagar Industries Limited
INE133Y01011,IFGLEXPOR,EQ,IFGL Refractories Limited
INE134B01017,KECL,EQ,Kirloskar Electric Company Limited
INE134E01011,PFC,EQ,Power Finance Corporation Limited
INE136B01020,CYIENT,EQ,Cyient Limited
INE137C01018,ALPHAGEO,EQ,Alphageo (India) Limited
INE137I01015,GRPLTD,EQ,GRP Limited
INE138A01028,PENINLAND,EQ,Peninsula Land Limited
INE138C01024,KANORICHEM,EQ,Kanoria Chemicals & Industries Limited
INE139A01034,NATIONALUM,EQ,National Aluminium Company Limited
INE139B01016,UCALFUEL,EQ,Ucal Fuel Systems Limited
INE139I01011,BVCL,BE,Barak Valley Cements Limited
INE140A01024,PEL,EQ,Piramal Enterprises Limited
INE141A01014,ORIENTBANK,EQ,Oriental Bank of Commerce
INE141D01018,TNTELE,BE,Tamilnadu Telecommunication Limited
INE141K01013,TEXMOPIPES,BE,Texmo Pipes and Products Limited
INE142I01023,TAKE,EQ,Take Solutions Limited
INE142K01011,LYPSAGEMS,EQ,Lypsa Gems & Jewellery Limited
INE143A01010,BINDALAGRO,EQ,Oswal Chemicals & Fertilizers Limited
INE143H01015,KSK,BE,KSK Energy Ventures Limited
INE144D01012,CUBEXTUB,BE,Cubex Tubings Limited
INE144J01027,20MICRONS,EQ,20 Microns Limited
INE146L01010,KIRLOSENG,EQ,Kirloskar Oil Engines Limited
INE147A01011,SPIC,EQ,Southern Petrochemicals Industries Corporation  Limited
INE147P01019,JPOLYINVST,EQ,Jindal Poly Investment and Finance Company Limited
INE148A01019,TNPETRO,EQ,Tamilnadu PetroProducts Limited
INE148I01020,IBULHSGFIN,EQ,Indiabulls Housing Finance Limited
INE149A01033,TIFIN,EQ,TI Financial Holdings Limited
INE150B01021,ALKYLAMINE,EQ,Alkyl Amines Chemicals Limited
INE150G01020,LUXIND,EQ,Lux Industries Limited
INE151A01013,TATACOMM,EQ,Tata Communications Limited
INE152A01029,THERMAX,EQ,Thermax Limited
INE152B01027,GATI,EQ,GATI Limited
INE152M01016,TRITURBINE,EQ,Triveni Turbine Limited
INE153A01019,MTNL,EQ,Mahanagar Telephone Nigam Limited
INE153T01027,BLS,EQ,BLS International Services Limited
INE153U01017,MAXINDIA,EQ,Max India Limited
INE154A01025,ITC,EQ,ITC Limited
INE154U01015,MAXVIL,EQ,Max Ventures and Industries Limited
INE155A01022,TATAMOTORS,EQ,Tata Motors Limited
INE155B01012,HINDSYNTEX,EQ,Hind Syntex Limited
INE155C01010,ALBERTDAVD,BE,Albert David Limited
INE155G01029,NDTV,EQ,New Delhi Television Limited
INE156A01020,INDORAMA,EQ,Indo Rama Synthetics (India) Limited
INE156C01018,PIONEEREMB,EQ,Pioneer Embroideries Limited
INE157H01023,KMSUGAR,EQ,K.M.Sugar Mills Limited
INE158A01026,HEROMOTOCO,EQ,Hero MotoCorp Limited
INE158B01016,EIMCOELECO,EQ,Eimco Elecon (India) Limited
INE159A01016,GLAXO,EQ,GlaxoSmithKline Pharmaceuticals Limited
INE159N01027,VIJIFIN,BE,Viji Finance Limited
INE160A01022,PNB,EQ,Punjab National Bank
INE160H01019,PBAINFRA,BE,PBA Infrastructure Limited
INE161A01038,NIITLTD,EQ,NIIT Limited
INE161G01027,MORARJEE,EQ,Morarjee Textiles Limited
INE162A01010,GIPCL,EQ,Gujarat Industries Power Company Limited
INE162B01018,LUMAXIND,EQ,Lumax Industries Limited
INE163A01018,NOCIL,EQ,NOCIL Limited
INE164A01016,BALMLAWRIE,EQ,Balmer Lawrie & Company Limited
INE164B01022,KELLTONTEC,BE,Kellton Tech Solutions Limited
INE165B01029,RSSOFTWARE,EQ,R. S. Software (India) Limited
INE168A01041,J&KBANK,EQ,The Jammu & Kashmir Bank Limited
INE169A01031,COROMANDEL,EQ,Coromandel International Limited
INE170I01016,HGS,EQ,Hinduja Global Solutions Limited
INE170V01019,SALASAR,EQ,Salasar Techno Engineering Limited
INE171A01029,FEDERALBNK,EQ,The Federal Bank  Limited
INE172A01027,CASTROLIND,EQ,Castrol India Limited
INE172H01014,RMCL,EQ,Radha Madhav Corporation Limited
INE172N01012,ADLABS,BE,Adlabs Entertainment Limited
INE173A01025,SIL,BE,Standard Industries Limited
INE175A01038,JISLJALEQS,EQ,Jain Irrigation Systems Limited
INE176A01028,BATAINDIA,EQ,Bata India Limited
INE176B01034,HAVELLS,EQ,Havells India Limited
INE176C01016,SATHAISPAT,EQ,Sathavahana Ispat Limited
INE176J01011,SICAGEN,EQ,Sicagen India Limited
INE177A01018,INGERRAND,EQ,Ingersoll Rand (India) Limited
INE177H01013,GPIL,EQ,Godawari Power And Ispat limited
INE178A01016,CHENNPETRO,EQ,Chennai Petroleum Corporation Limited
INE178C01020,SMARTLINK,EQ,Smartlink Network Systems Limited
INE179A01014,PGHH,EQ,Procter & Gamble Hygiene and Health Care Limited
INE180A01020,MFSL,EQ,Max Financial Services Limited
INE180C01026,CGCL,EQ,Capri Global Capital Limited
INE180G01019,EDL,BE,Empee Distilleries Limited
INE180K01011,BHARATFIN,EQ,Bharat Financial Inclusion Limited
INE181G01025,GAMMNINFRA,EQ,Gammon Infrastructure Projects Limited
INE182A01018,PFIZER,EQ,Pfizer Limited
INE182D01012,MARATHON,EQ,Marathon Nextgen Realty Limited
INE183A01016,FINPIPE,EQ,Finolex Industries Limited
INE183H01011,XLENERGY,BE,XL Energy Limited
INE184C01028,CIMMCO,BE,Cimmco Limited
INE184H01027,EKC,EQ,Everest Kanto Cylinder Limited
INE185H01016,CELEBRITY,EQ,Celebrity Fashions Limited
INE186A01019,GUJALKALI,EQ,Gujarat Alkalies and Chemicals Limited
INE186H01014,BASML,EQ,Bannari Amman Spinning Mills Limited
INE187A01017,JBFIND,EQ,JBF Industries Limited
INE187D01011,TALBROAUTO,EQ,Talbros Automotive Components Limited
INE188A01015,FACT,EQ,Fertilizers and Chemicals Travancore Limited
INE188B01013,IGARASHI,EQ,Igarashi Motors India Limited
INE189B01011,INEOSSTYRO,EQ,INEOS Styrolution India Limited
INE189I01024,NELCAST,EQ,Nelcast Limited
INE190H01016,SAKUMA,BE,Sakuma Exports Limited
INE191A01019,ORCHIDPHAR,BE,Orchid Pharma Limited
INE191B01025,WELCORP,EQ,Welspun Corp Limited
INE191H01014,PVR,EQ,PVR Limited
INE191I01012,HDIL,EQ,Housing Development and Infrastructure Limited
INE192A01025,TATAGLOBAL,EQ,Tata Global Beverages Limited
INE192B01031,WELSPUNIND,EQ,Welspun India Limited
INE192R01011,DMART,EQ,Avenue Supermarts Limited
INE193B01039,AYMSYNTEX,EQ,AYM Syntex Limited
INE193E01025,BAJAJELEC,EQ,Bajaj Electricals Limited
INE194B01029,PANORAMUNI,EQ,Panoramic Universal Limited
INE195A01028,SUPREMEIND,EQ,Supreme Industries Limited
INE195J01029,PNCINFRA,EQ,PNC Infratech Limited
INE195N01013,PROZONINTU,EQ,Prozone Intu Properties Limited
INE196A01026,MARICO,EQ,Marico Limited
INE196B01016,SHIRPUR-G,EQ,Shirpur Gold Refinery Limited
INE196J01019,OISL,BE,OCL Iron and Steel Limited
INE197A01024,JYOTISTRUC,EQ,Jyoti Structures Limited
INE197D01010,JINDALPOLY,EQ,Jindal Poly Films Limited
INE197J01017,LPDC,BE,Landmark Property Development Company Limited
INE199A01012,MERCK,EQ,Merck Limited
INE199C01026,ADVANIHOTR,EQ,Advani Hotels & Resorts (India) Limited
INE199G01027,JAGRAN,EQ,Jagran Prakashan Limited
INE200A01026,GET&D,EQ,GE T&D India Limited
INE200M01013,VBL,EQ,Varun Beverages Limited
INE201A01024,MANALIPETC,EQ,Manali Petrochemicals Limited
INE201K01015,SQSBFSI,EQ,SQS India BFSI Limited
INE201M01011,CLEDUCATE,EQ,CL Educate Limited
INE202B01012,DHFL,EQ,Dewan Housing Finance Corporation Limited
INE202H01019,KERNEX,BZ,Kernex Microsystems (India) Limited
INE203A01020,ASTRAZEN,EQ,AstraZeneca Pharma India Limited
INE203G01027,IGL,EQ,Indraprastha Gas Limited
INE204A01010,IGPL,EQ,IG Petrochemicals Limited
INE204E01012,AGARIND,BE,Agarwal Industrial Corporation Limited
INE205A01025,VEDL,EQ,Vedanta Limited
INE205B01023,ELECON,EQ,Elecon Engineering Company Limited
INE205C01021,POLYMED,EQ,Poly Medicure Limited
INE206B01013,ZODIACLOTH,EQ,Zodiac Clothing Company Limited
INE208A01029,ASHOKLEY,EQ,Ashok Leyland Limited
INE208C01025,AEGISCHEM,EQ,Aegis Logistics Limited
INE209A01019,ATFL,EQ,Agro Tech Foods Limited
INE209B01025,RICOAUTO,EQ,Rico Auto Industries Limited
INE209L01016,CEBBCO,BE,Commercial Engineers & Body Builders Co Limited
INE210A01017,WILLAMAGOR,BE,Williamson Magor & Company Limited
INE210C01013,AROGRANITE,EQ,Aro Granite Industries Limited
INE211B01039,PHOENIXLTD,EQ,The Phoenix Mills Limited
INE211R01019,POWERMECH,EQ,Power Mech Projects Limited
INE212H01026,AIAENG,EQ,AIA Engineering Limited
INE212I01016,SPAL,EQ,S. P. Apparels Limited
INE213A01029,ONGC,EQ,Oil & Natural Gas Corporation Limited
INE213C01025,BANCOINDIA,EQ,Banco Products (I) Limited
INE214A01019,CYBERTECH,EQ,Cybertech Systems And Software Limited
INE214T01019,LTI,EQ,Larsen & Toubro Infotech Limited
INE215F01023,WIPL,BE,The Western India Plywoods Limited
INE215G01021,SMPL,BE,Splendid Metal Products Limited
INE215I01019,MAANALU,EQ,Maan Aluminium Limited
INE216A01022,BRITANNIA,EQ,Britannia Industries Limited
INE216D01026,KSERASERA,BE,KSS Limited
INE216G01011,SUJANAUNI,BE,Sujana Universal Industries Limited
INE216H01027,EDUCOMP,BZ,Educomp Solutions Limited
INE217A01012,ZUARIGLOB,EQ,Zuari Global Limited
INE217B01036,KAJARIACER,EQ,Kajaria Ceramics Limited
INE217K01011,RHFL,EQ,Reliance Home Finance Limited
INE218C01016,AUSOMENT,EQ,Ausom Enterprise Limited
INE218G01033,PALREDTEC,EQ,Palred Technologies Limited
INE219H01039,SRSLTD,EQ,SRS Limited
INE220B01022,KALPATPOWR,EQ,Kalpataru Power Transmission Limited
INE220G01021,JSL,EQ,Jindal Stainless Limited
INE220J01025,FCONSUMER,EQ,Future Consumer Limited
INE221B01012,DYNAMATECH,EQ,Dynamatic Technologies Limited
INE221H01019,GTLINFRA,EQ,GTL Infrastructure Limited
INE221I01017,CELESTIAL,EQ,Celestial Biolabs Limited
INE221J01015,SHARDACROP,EQ,Sharda Cropchem Limited
INE222J01013,RANEENGINE,EQ,Rane Engine Valve Limited
INE223G01017,EXCELCROP,EQ,Excel Crop Care Limited
INE224A01026,GREAVESCOT,EQ,Greaves Cotton Limited
INE224E01028,STAMPEDE,BE,Stampede Capital Limited
INE224E01036,SCAPDVR,EQ,Stampede Capital Limited
INE224M01013,BGLOBAL,BE,Bharatiya Global Infomedia Limited
INE225D01027,SYMPHONY,EQ,Symphony Limited
INE225I01026,ZYLOG,EQ,Zylog Systems Limited
INE226A01021,VOLTAS,EQ,Voltas Limited
INE226H01026,SADBHAV,EQ,Sadbhav Engineering Limited
INE227C01017,MMFL,EQ,MM Forgings Limited
INE227G01018,INDOWIND,BE,Indowind Energy Limited
INE228A01035,USHAMART,EQ,Usha Martin Limited
INE228I01012,ASAHISONG,EQ,Asahi Songwon Colors Limited
INE229A01017,ONWARDTEC,EQ,Onward Technologies Limited
INE229C01013,SAGCEM,EQ,Sagar Cements Limited
INE229H01012,NITINSPIN,EQ,Nitin Spinners Limited
